"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"42232","1","제주여행","여행","국내여행","제주특별자치도","1278","311","1589","20200225"
"42233","2","부산여행","여행","국내여행","부산광역시","427","137","564","20200225"
"42234","3","강릉여행","여행","국내여행","강원도","348","130","478","20200225"
"42235","4","여수여행","여행","국내여행","전라남도","351","106","457","20200225"
"42236","5","속초여행","여행","국내여행","강원도","237","97","334","20200225"
"42237","6","경주여행","여행","국내여행","경상북도","183","50","233","20200225"
"42238","7","대구여행","여행","국내여행","대구광역시","164","63","227","20200225"
"42239","8","전주여행","여행","국내여행","전라북도","146","38","184","20200225"
"42240","9","가평여행","여행","국내여행","경기도","65","106","171","20200225"
"42241","10","남해여행","여행","국내여행","경상남도","117","48","165","20200225"
