"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"49952","1","부산여행","여행","국내여행","부산광역시","245","2154","2399","20220402"
"49953","2","제주여행","여행","국내여행","제주특별자치도","234","1793","2027","20220402"
"49954","3","경주여행","여행","국내여행","경상북도","189","1743","1932","20220402"
"49955","4","여수여행","여행","국내여행","전라남도","124","1303","1427","20220402"
"49956","5","군산여행","여행","국내여행","전라북도","87","1081","1168","20220402"
"49957","6","남해여행","여행","국내여행","경상남도","123","982","1105","20220402"
"49958","7","강릉여행","여행","국내여행","강원도","113","928","1041","20220402"
"49959","8","전주여행","여행","국내여행","전라북도","91","921","1012","20220402"
"49960","9","속초여행","여행","국내여행","강원도","74","683","757","20220402"
"49961","10","춘천여행","여행","국내여행","강원도","54","595","649","20220402"
