"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"42972","1","제주여행","여행","국내여행","제주특별자치도","1695","224","1919","20200509"
"42973","2","부산여행","여행","국내여행","부산광역시","903","147","1050","20200509"
"42974","3","여수여행","여행","국내여행","전라남도","810","140","950","20200509"
"42975","4","강릉여행","여행","국내여행","강원도","742","91","833","20200509"
"42976","5","경주여행","여행","국내여행","경상북도","534","92","626","20200509"
"42977","6","속초여행","여행","국내여행","강원도","476","64","540","20200509"
"42978","7","전주여행","여행","국내여행","전라북도","399","72","471","20200509"
"42979","8","군산여행","여행","국내여행","전라북도","339","55","394","20200509"
"42980","9","남해여행","여행","국내여행","경상남도","329","64","393","20200509"
"42981","10","춘천여행","여행","국내여행","강원도","241","23","264","20200509"
