"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"42962","1","제주여행","여행","국내여행","제주특별자치도","1438","280","1718","20200508"
"42963","2","부산여행","여행","국내여행","부산광역시","955","233","1188","20200508"
"42964","3","여수여행","여행","국내여행","전라남도","651","203","854","20200508"
"42965","4","강릉여행","여행","국내여행","강원도","568","202","770","20200508"
"42966","5","경주여행","여행","국내여행","경상북도","491","184","675","20200508"
"42967","6","속초여행","여행","국내여행","강원도","404","161","565","20200508"
"42968","7","군산여행","여행","국내여행","전라북도","325","130","455","20200508"
"42969","8","남해여행","여행","국내여행","경상남도","306","133","439","20200508"
"42970","9","전주여행","여행","국내여행","전라북도","314","104","418","20200508"
"42971","10","통영여행","여행","국내여행","경상남도","201","88","289","20200508"
