"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"41132","1","부산여행","여행","국내여행","부산광역시","1917","835","2752","20191107"
"41133","2","제주여행","여행","국내여행","제주특별자치도","1311","378","1689","20191107"
"41134","3","경주여행","여행","국내여행","경상북도","1032","341","1373","20191107"
"41135","4","강릉여행","여행","국내여행","강원도","849","299","1148","20191107"
"41136","5","여수여행","여행","국내여행","전라남도","782","266","1048","20191107"
"41137","6","속초여행","여행","국내여행","강원도","530","229","759","20191107"
"41138","7","전주여행","여행","국내여행","전라북도","524","189","713","20191107"
"41139","8","군산여행","여행","국내여행","전라북도","461","172","633","20191107"
"41140","9","대구여행","여행","국내여행","대구광역시","398","169","567","20191107"
"41141","10","순천여행","여행","국내여행","전라남도","306","129","435","20191107"
