"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"42982","1","제주여행","여행","국내여행","제주특별자치도","1666","149","1815","20200510"
"42983","2","부산여행","여행","국내여행","부산광역시","1170","164","1334","20200510"
"42984","3","강릉여행","여행","국내여행","강원도","862","122","984","20200510"
"42985","4","여수여행","여행","국내여행","전라남도","834","136","970","20200510"
"42986","5","경주여행","여행","국내여행","경상북도","639","94","733","20200510"
"42987","6","속초여행","여행","국내여행","강원도","566","86","652","20200510"
"42988","7","남해여행","여행","국내여행","경상남도","430","86","516","20200510"
"42989","8","군산여행","여행","국내여행","전라북도","441","63","504","20200510"
"42990","9","전주여행","여행","국내여행","전라북도","444","60","504","20200510"
"42991","10","통영여행","여행","국내여행","경상남도","269","38","307","20200510"
