"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"46702","1","제주여행","여행","국내여행","제주특별자치도","672","1653","2325","20210517"
"46703","2","부산여행","여행","국내여행","부산광역시","636","1332","1968","20210517"
"46704","3","경주여행","여행","국내여행","경상북도","526","987","1513","20210517"
"46705","4","여수여행","여행","국내여행","전라남도","310","913","1223","20210517"
"46706","5","강릉여행","여행","국내여행","강원도","377","804","1181","20210517"
"46707","6","전주여행","여행","국내여행","전라북도","234","649","883","20210517"
"46708","7","속초여행","여행","국내여행","강원도","226","534","760","20210517"
"46709","8","남해여행","여행","국내여행","경상남도","254","469","723","20210517"
"46710","9","군산여행","여행","국내여행","전라북도","213","497","710","20210517"
"46711","10","춘천여행","여행","국내여행","강원도","164","397","561","20210517"
