"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"49882","1","제주여행","여행","국내여행","제주특별자치도","312","2046","2358","20220326"
"49883","2","부산여행","여행","국내여행","부산광역시","222","1974","2196","20220326"
"49884","3","경주여행","여행","국내여행","경상북도","206","1502","1708","20220326"
"49885","4","여수여행","여행","국내여행","전라남도","136","1155","1291","20220326"
"49886","5","남해여행","여행","국내여행","경상남도","97","971","1068","20220326"
"49887","6","강릉여행","여행","국내여행","강원도","104","896","1000","20220326"
"49888","7","군산여행","여행","국내여행","전라북도","86","772","858","20220326"
"49889","8","전주여행","여행","국내여행","전라북도","106","710","816","20220326"
"49890","9","대구여행","여행","국내여행","대구광역시","79","575","654","20220326"
"49891","10","속초여행","여행","국내여행","강원도","62","533","595","20220326"
