"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"46772","1","제주여행","여행","국내여행","제주특별자치도","672","1627","2299","20210524"
"46773","2","부산여행","여행","국내여행","부산광역시","662","1501","2163","20210524"
"46774","3","경주여행","여행","국내여행","경상북도","440","982","1422","20210524"
"46775","4","여수여행","여행","국내여행","전라남도","408","958","1366","20210524"
"46776","5","강릉여행","여행","국내여행","강원도","335","714","1049","20210524"
"46777","6","속초여행","여행","국내여행","강원도","224","573","797","20210524"
"46778","7","전주여행","여행","국내여행","전라북도","243","515","758","20210524"
"46779","8","남해여행","여행","국내여행","경상남도","238","483","721","20210524"
"46780","9","군산여행","여행","국내여행","전라북도","205","412","617","20210524"
"46781","10","대구여행","여행","국내여행","대구광역시","172","380","552","20210524"
