"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"47912","1","제주여행","여행","국내여행","제주특별자치도","454","1480","1934","20210915"
"47913","2","경주여행","여행","국내여행","경상북도","543","1297","1840","20210915"
"47914","3","부산여행","여행","국내여행","부산광역시","389","1139","1528","20210915"
"47915","4","여수여행","여행","국내여행","전라남도","314","907","1221","20210915"
"47916","5","강릉여행","여행","국내여행","강원도","218","645","863","20210915"
"47917","6","전주여행","여행","국내여행","전라북도","203","589","792","20210915"
"47918","7","군산여행","여행","국내여행","전라북도","174","462","636","20210915"
"47919","8","속초여행","여행","국내여행","강원도","168","467","635","20210915"
"47920","9","남해여행","여행","국내여행","경상남도","165","430","595","20210915"
"47921","10","대구여행","여행","국내여행","대구광역시","147","342","489","20210915"
