"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"44902","1","제주여행","여행","국내여행","제주특별자치도","514","1760","2274","20201118"
"44903","2","부산여행","여행","국내여행","부산광역시","441","1566","2007","20201118"
"44904","3","경주여행","여행","국내여행","경상북도","281","884","1165","20201118"
"44905","4","여수여행","여행","국내여행","전라남도","263","818","1081","20201118"
"44906","5","강릉여행","여행","국내여행","강원도","249","714","963","20201118"
"44907","6","군산여행","여행","국내여행","전라북도","188","466","654","20201118"
"44908","7","속초여행","여행","국내여행","강원도","198","442","640","20201118"
"44909","8","전주여행","여행","국내여행","전라북도","162","445","607","20201118"
"44910","9","남해여행","여행","국내여행","경상남도","202","374","576","20201118"
"44911","10","대구여행","여행","국내여행","대구광역시","114","338","452","20201118"
