"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"49872","1","제주여행","여행","국내여행","제주특별자치도","572","1744","2316","20220325"
"49873","2","부산여행","여행","국내여행","부산광역시","439","1479","1918","20220325"
"49874","3","경주여행","여행","국내여행","경상북도","429","1281","1710","20220325"
"49875","4","여수여행","여행","국내여행","전라남도","287","883","1170","20220325"
"49876","5","강릉여행","여행","국내여행","강원도","187","709","896","20220325"
"49877","6","남해여행","여행","국내여행","경상남도","187","634","821","20220325"
"49878","7","전주여행","여행","국내여행","전라북도","186","576","762","20220325"
"49879","8","군산여행","여행","국내여행","전라북도","166","589","755","20220325"
"49880","9","속초여행","여행","국내여행","강원도","163","490","653","20220325"
"49881","10","춘천여행","여행","국내여행","강원도","115","425","540","20220325"
