"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"46342","1","제주여행","여행","국내여행","제주특별자치도","295","2452","2747","20210411"
"46343","2","부산여행","여행","국내여행","부산광역시","254","1593","1847","20210411"
"46344","3","경주여행","여행","국내여행","경상북도","143","1223","1366","20210411"
"46345","4","여수여행","여행","국내여행","전라남도","139","1122","1261","20210411"
"46346","5","강릉여행","여행","국내여행","강원도","121","873","994","20210411"
"46347","6","전주여행","여행","국내여행","전라북도","103","643","746","20210411"
"46348","7","남해여행","여행","국내여행","경상남도","86","642","728","20210411"
"46349","8","속초여행","여행","국내여행","강원도","70","522","592","20210411"
"46350","9","군산여행","여행","국내여행","전라북도","50","529","579","20210411"
"46351","10","대구여행","여행","국내여행","대구광역시","44","457","501","20210411"
