"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"41372","1","부산여행","여행","국내여행","부산광역시","2198","567","2765","20191201"
"41373","2","제주여행","여행","국내여행","제주특별자치도","1865","242","2107","20191201"
"41374","3","강릉여행","여행","국내여행","강원도","1011","144","1155","20191201"
"41375","4","경주여행","여행","국내여행","경상북도","1008","145","1153","20191201"
"41376","5","여수여행","여행","국내여행","전라남도","999","137","1136","20191201"
"41377","6","대구여행","여행","국내여행","대구광역시","655","77","732","20191201"
"41378","7","속초여행","여행","국내여행","강원도","593","127","720","20191201"
"41379","8","전주여행","여행","국내여행","전라북도","564","118","682","20191201"
"41380","9","군산여행","여행","국내여행","전라북도","538","71","609","20191201"
"41381","10","포항여행","여행","국내여행","경상북도","456","65","521","20191201"
