"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"43582","1","부산여행","여행","국내여행","부산광역시","2188","765","2953","20200709"
"43583","2","제주여행","여행","국내여행","제주특별자치도","2259","606","2865","20200709"
"43584","3","여수여행","여행","국내여행","전라남도","1415","634","2049","20200709"
"43585","4","강릉여행","여행","국내여행","강원도","1413","527","1940","20200709"
"43586","5","속초여행","여행","국내여행","강원도","1142","439","1581","20200709"
"43587","6","남해여행","여행","국내여행","경상남도","1056","452","1508","20200709"
"43588","7","경주여행","여행","국내여행","경상북도","1013","363","1376","20200709"
"43589","8","전주여행","여행","국내여행","전라북도","552","188","740","20200709"
"43590","9","군산여행","여행","국내여행","전라북도","516","213","729","20200709"
"43591","10","통영여행","여행","국내여행","경상남도","461","226","687","20200709"
