"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"49312","1","부산여행","여행","국내여행","부산광역시","568","2013","2581","20220128"
"49313","2","제주여행","여행","국내여행","제주특별자치도","368","1602","1970","20220128"
"49314","3","경주여행","여행","국내여행","경상북도","239","1071","1310","20220128"
"49315","4","강릉여행","여행","국내여행","강원도","300","947","1247","20220128"
"49316","5","여수여행","여행","국내여행","전라남도","208","995","1203","20220128"
"49317","6","전주여행","여행","국내여행","전라북도","162","651","813","20220128"
"49318","7","속초여행","여행","국내여행","강원도","169","621","790","20220128"
"49319","8","군산여행","여행","국내여행","전라북도","153","608","761","20220128"
"49320","9","남해여행","여행","국내여행","경상남도","151","454","605","20220128"
"49321","10","춘천여행","여행","국내여행","강원도","127","453","580","20220128"
