"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"42622","1","제주여행","여행","국내여행","제주특별자치도","1263","120","1383","20200404"
"42623","2","강릉여행","여행","국내여행","강원도","742","95","837","20200404"
"42624","3","부산여행","여행","국내여행","부산광역시","742","81","823","20200404"
"42625","4","속초여행","여행","국내여행","강원도","572","73","645","20200404"
"42626","5","여수여행","여행","국내여행","전라남도","506","83","589","20200404"
"42627","6","경주여행","여행","국내여행","경상북도","382","61","443","20200404"
"42628","7","전주여행","여행","국내여행","전라북도","369","44","413","20200404"
"42629","8","군산여행","여행","국내여행","전라북도","352","53","405","20200404"
"42630","9","남해여행","여행","국내여행","경상남도","327","44","371","20200404"
"42631","10","춘천여행","여행","국내여행","강원도","297","34","331","20200404"
