"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"47662","1","제주여행","여행","국내여행","제주특별자치도","165","1211","1376","20210821"
"47663","2","부산여행","여행","국내여행","부산광역시","155","1018","1173","20210821"
"47664","3","여수여행","여행","국내여행","전라남도","138","990","1128","20210821"
"47665","4","경주여행","여행","국내여행","경상북도","157","939","1096","20210821"
"47666","5","강릉여행","여행","국내여행","강원도","158","816","974","20210821"
"47667","6","속초여행","여행","국내여행","강원도","111","647","758","20210821"
"47668","7","전주여행","여행","국내여행","전라북도","94","539","633","20210821"
"47669","8","군산여행","여행","국내여행","전라북도","71","506","577","20210821"
"47670","9","남해여행","여행","국내여행","경상남도","80","404","484","20210821"
"47671","10","춘천여행","여행","국내여행","강원도","56","374","430","20210821"
