"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"47462","1","부산여행","여행","국내여행","부산광역시","455","2621","3076","20210801"
"47463","2","여수여행","여행","국내여행","전라남도","335","2307","2642","20210801"
"47464","3","제주여행","여행","국내여행","제주특별자치도","222","1912","2134","20210801"
"47465","4","경주여행","여행","국내여행","경상북도","224","1596","1820","20210801"
"47466","5","강릉여행","여행","국내여행","강원도","189","1131","1320","20210801"
"47467","6","남해여행","여행","국내여행","경상남도","180","1080","1260","20210801"
"47468","7","군산여행","여행","국내여행","전라북도","119","1100","1219","20210801"
"47469","8","전주여행","여행","국내여행","전라북도","131","957","1088","20210801"
"47470","9","속초여행","여행","국내여행","강원도","111","860","971","20210801"
"47471","10","통영여행","여행","국내여행","경상남도","98","851","949","20210801"
