"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"43802","1","부산여행","여행","국내여행","부산광역시","3851","1087","4938","20200731"
"43803","2","여수여행","여행","국내여행","전라남도","2407","728","3135","20200731"
"43804","3","제주여행","여행","국내여행","제주특별자치도","2078","669","2747","20200731"
"43805","4","경주여행","여행","국내여행","경상북도","1718","542","2260","20200731"
"43806","5","강릉여행","여행","국내여행","강원도","1499","532","2031","20200731"
"43807","6","남해여행","여행","국내여행","경상남도","1349","421","1770","20200731"
"43808","7","속초여행","여행","국내여행","강원도","1407","346","1753","20200731"
"43809","8","전주여행","여행","국내여행","전라북도","984","216","1200","20200731"
"43810","9","통영여행","여행","국내여행","경상남도","886","222","1108","20200731"
"43811","10","포항여행","여행","국내여행","경상북도","873","234","1107","20200731"
