"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"48862","1","부산여행","여행","국내여행","부산광역시","368","1975","2343","20211219"
"48863","2","제주여행","여행","국내여행","제주특별자치도","160","1709","1869","20211219"
"48864","3","강릉여행","여행","국내여행","강원도","153","1128","1281","20211219"
"48865","4","여수여행","여행","국내여행","전라남도","107","1015","1122","20211219"
"48866","5","경주여행","여행","국내여행","경상북도","157","962","1119","20211219"
"48867","6","목포여행","여행","국내여행","전라남도","53","862","915","20211219"
"48868","7","전주여행","여행","국내여행","전라북도","97","665","762","20211219"
"48869","8","속초여행","여행","국내여행","강원도","90","646","736","20211219"
"48870","9","군산여행","여행","국내여행","전라북도","79","510","589","20211219"
"48871","10","대구여행","여행","국내여행","대구광역시","73","512","585","20211219"
