"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"41982","1","부산여행","여행","국내여행","부산광역시","2004","446","2450","20200131"
"41983","2","제주여행","여행","국내여행","제주특별자치도","1543","346","1889","20200131"
"41984","3","강릉여행","여행","국내여행","강원도","916","274","1190","20200131"
"41985","4","여수여행","여행","국내여행","전라남도","913","228","1141","20200131"
"41986","5","경주여행","여행","국내여행","경상북도","919","189","1108","20200131"
"41987","6","속초여행","여행","국내여행","강원도","598","174","772","20200131"
"41988","7","전주여행","여행","국내여행","전라북도","515","136","651","20200131"
"41989","8","대구여행","여행","국내여행","대구광역시","471","135","606","20200131"
"41990","9","군산여행","여행","국내여행","전라북도","447","149","596","20200131"
"41991","10","남해여행","여행","국내여행","경상남도","349","109","458","20200131"
