"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"41832","1","부산여행","여행","국내여행","부산광역시","2507","788","3295","20200116"
"41833","2","제주여행","여행","국내여행","제주특별자치도","1886","431","2317","20200116"
"41834","3","여수여행","여행","국내여행","전라남도","1147","247","1394","20200116"
"41835","4","강릉여행","여행","국내여행","강원도","998","288","1286","20200116"
"41836","5","경주여행","여행","국내여행","경상북도","970","231","1201","20200116"
"41837","6","속초여행","여행","국내여행","강원도","636","227","863","20200116"
"41838","7","군산여행","여행","국내여행","전라북도","551","171","722","20200116"
"41839","8","전주여행","여행","국내여행","전라북도","530","181","711","20200116"
"41840","9","대구여행","여행","국내여행","대구광역시","511","175","686","20200116"
"41841","10","남해여행","여행","국내여행","경상남도","367","105","472","20200116"
