"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"43102","1","제주여행","여행","국내여행","제주특별자치도","1673","465","2138","20200522"
"43103","2","부산여행","여행","국내여행","부산광역시","1090","305","1395","20200522"
"43104","3","여수여행","여행","국내여행","전라남도","898","275","1173","20200522"
"43105","4","강릉여행","여행","국내여행","강원도","886","244","1130","20200522"
"43106","5","경주여행","여행","국내여행","경상북도","670","226","896","20200522"
"43107","6","속초여행","여행","국내여행","강원도","654","191","845","20200522"
"43108","7","남해여행","여행","국내여행","경상남도","577","184","761","20200522"
"43109","8","전주여행","여행","국내여행","전라북도","571","155","726","20200522"
"43110","9","군산여행","여행","국내여행","전라북도","435","172","607","20200522"
"43111","10","춘천여행","여행","국내여행","강원도","344","95","439","20200522"
