"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"41892","1","부산여행","여행","국내여행","부산광역시","2002","715","2717","20200122"
"41893","2","제주여행","여행","국내여행","제주특별자치도","1578","380","1958","20200122"
"41894","3","여수여행","여행","국내여행","전라남도","1001","255","1256","20200122"
"41895","4","경주여행","여행","국내여행","경상북도","928","235","1163","20200122"
"41896","5","강릉여행","여행","국내여행","강원도","860","284","1144","20200122"
"41897","6","속초여행","여행","국내여행","강원도","580","184","764","20200122"
"41898","7","전주여행","여행","국내여행","전라북도","524","170","694","20200122"
"41899","8","대구여행","여행","국내여행","대구광역시","496","163","659","20200122"
"41900","9","군산여행","여행","국내여행","전라북도","412","170","582","20200122"
"41901","10","춘천여행","여행","국내여행","강원도","345","102","447","20200122"
