"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"49612","1","부산여행","여행","국내여행","부산광역시","203","2123","2326","20220227"
"49613","2","제주여행","여행","국내여행","제주특별자치도","179","1740","1919","20220227"
"49614","3","경주여행","여행","국내여행","경상북도","157","1499","1656","20220227"
"49615","4","강릉여행","여행","국내여행","강원도","123","1227","1350","20220227"
"49616","5","전주여행","여행","국내여행","전라북도","93","960","1053","20220227"
"49617","6","남해여행","여행","국내여행","경상남도","88","902","990","20220227"
"49618","7","군산여행","여행","국내여행","전라북도","66","898","964","20220227"
"49619","8","속초여행","여행","국내여행","강원도","98","860","958","20220227"
"49620","9","대구여행","여행","국내여행","대구광역시","78","704","782","20220227"
"49621","10","춘천여행","여행","국내여행","강원도","51","680","731","20220227"
