"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"43062","1","제주여행","여행","국내여행","제주특별자치도","2025","504","2529","20200518"
"43063","2","부산여행","여행","국내여행","부산광역시","1074","329","1403","20200518"
"43064","3","여수여행","여행","국내여행","전라남도","933","295","1228","20200518"
"43065","4","강릉여행","여행","국내여행","강원도","774","277","1051","20200518"
"43066","5","경주여행","여행","국내여행","경상북도","621","232","853","20200518"
"43067","6","남해여행","여행","국내여행","경상남도","501","218","719","20200518"
"43068","7","속초여행","여행","국내여행","강원도","512","173","685","20200518"
"43069","8","전주여행","여행","국내여행","전라북도","475","187","662","20200518"
"43070","9","군산여행","여행","국내여행","전라북도","422","141","563","20200518"
"43071","10","통영여행","여행","국내여행","경상남도","275","118","393","20200518"
