"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"47352","1","부산여행","여행","국내여행","부산광역시","653","1635","2288","20210721"
"47353","2","제주여행","여행","국내여행","제주특별자치도","498","1733","2231","20210721"
"47354","3","여수여행","여행","국내여행","전라남도","612","1387","1999","20210721"
"47355","4","경주여행","여행","국내여행","경상북도","428","976","1404","20210721"
"47356","5","남해여행","여행","국내여행","경상남도","251","631","882","20210721"
"47357","6","강릉여행","여행","국내여행","강원도","272","594","866","20210721"
"47358","7","속초여행","여행","국내여행","강원도","232","572","804","20210721"
"47359","8","전주여행","여행","국내여행","전라북도","199","510","709","20210721"
"47360","9","군산여행","여행","국내여행","전라북도","206","482","688","20210721"
"47361","10","포항여행","여행","국내여행","경상북도","195","489","684","20210721"
