"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"49062","1","부산여행","여행","국내여행","부산광역시","689","2262","2951","20220103"
"49063","2","제주여행","여행","국내여행","제주특별자치도","565","1993","2558","20220103"
"49064","3","경주여행","여행","국내여행","경상북도","290","1149","1439","20220103"
"49065","4","강릉여행","여행","국내여행","강원도","266","1161","1427","20220103"
"49066","5","여수여행","여행","국내여행","전라남도","304","1048","1352","20220103"
"49067","6","전주여행","여행","국내여행","전라북도","181","621","802","20220103"
"49068","7","속초여행","여행","국내여행","강원도","182","614","796","20220103"
"49069","8","군산여행","여행","국내여행","전라북도","192","599","791","20220103"
"49070","9","포항여행","여행","국내여행","경상북도","143","515","658","20220103"
"49071","10","대구여행","여행","국내여행","대구광역시","139","473","612","20220103"
