"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"42062","1","부산여행","여행","국내여행","부산광역시","1911","207","2118","20200208"
"42063","2","제주여행","여행","국내여행","제주특별자치도","1792","166","1958","20200208"
"42064","3","경주여행","여행","국내여행","경상북도","927","138","1065","20200208"
"42065","4","강릉여행","여행","국내여행","강원도","904","125","1029","20200208"
"42066","5","여수여행","여행","국내여행","전라남도","860","112","972","20200208"
"42067","6","속초여행","여행","국내여행","강원도","654","86","740","20200208"
"42068","7","전주여행","여행","국내여행","전라북도","561","91","652","20200208"
"42069","8","대구여행","여행","국내여행","대구광역시","538","76","614","20200208"
"42070","9","춘천여행","여행","국내여행","강원도","453","50","503","20200208"
"42071","10","군산여행","여행","국내여행","전라북도","430","50","480","20200208"
