"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"43852","1","부산여행","여행","국내여행","부산광역시","3089","940","4029","20200805"
"43853","2","여수여행","여행","국내여행","전라남도","2304","763","3067","20200805"
"43854","3","제주여행","여행","국내여행","제주특별자치도","2067","698","2765","20200805"
"43855","4","경주여행","여행","국내여행","경상북도","1698","452","2150","20200805"
"43856","5","강릉여행","여행","국내여행","강원도","1381","419","1800","20200805"
"43857","6","남해여행","여행","국내여행","경상남도","1273","357","1630","20200805"
"43858","7","속초여행","여행","국내여행","강원도","1109","292","1401","20200805"
"43859","8","전주여행","여행","국내여행","전라북도","926","246","1172","20200805"
"43860","9","군산여행","여행","국내여행","전라북도","793","252","1045","20200805"
"43861","10","통영여행","여행","국내여행","경상남도","757","252","1009","20200805"
