"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"49222","1","부산여행","여행","국내여행","부산광역시","811","2371","3182","20220119"
"49223","2","제주여행","여행","국내여행","제주특별자치도","406","1868","2274","20220119"
"49224","3","여수여행","여행","국내여행","전라남도","293","1043","1336","20220119"
"49225","4","강릉여행","여행","국내여행","강원도","306","1009","1315","20220119"
"49226","5","경주여행","여행","국내여행","경상북도","284","1025","1309","20220119"
"49227","6","전주여행","여행","국내여행","전라북도","200","612","812","20220119"
"49228","7","속초여행","여행","국내여행","강원도","198","583","781","20220119"
"49229","8","군산여행","여행","국내여행","전라북도","162","580","742","20220119"
"49230","9","대구여행","여행","국내여행","대구광역시","139","484","623","20220119"
"49231","10","남해여행","여행","국내여행","경상남도","153","467","620","20220119"
