"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"42022","1","부산여행","여행","국내여행","부산광역시","1773","476","2249","20200204"
"42023","2","제주여행","여행","국내여행","제주특별자치도","1545","357","1902","20200204"
"42024","3","경주여행","여행","국내여행","경상북도","838","247","1085","20200204"
"42025","4","여수여행","여행","국내여행","전라남도","849","234","1083","20200204"
"42026","5","강릉여행","여행","국내여행","강원도","746","256","1002","20200204"
"42027","6","속초여행","여행","국내여행","강원도","579","212","791","20200204"
"42028","7","전주여행","여행","국내여행","전라북도","478","143","621","20200204"
"42029","8","대구여행","여행","국내여행","대구광역시","463","157","620","20200204"
"42030","9","남해여행","여행","국내여행","경상남도","388","133","521","20200204"
"42031","10","통영여행","여행","국내여행","경상남도","324","111","435","20200204"
