"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"49452","1","부산여행","여행","국내여행","부산광역시","472","1717","2189","20220211"
"49453","2","제주여행","여행","국내여행","제주특별자치도","434","1682","2116","20220211"
"49454","3","강릉여행","여행","국내여행","강원도","293","1164","1457","20220211"
"49455","4","여수여행","여행","국내여행","전라남도","246","1026","1272","20220211"
"49456","5","경주여행","여행","국내여행","경상북도","239","973","1212","20220211"
"49457","6","속초여행","여행","국내여행","강원도","181","706","887","20220211"
"49458","7","전주여행","여행","국내여행","전라북도","175","630","805","20220211"
"49459","8","군산여행","여행","국내여행","전라북도","179","575","754","20220211"
"49460","9","남해여행","여행","국내여행","경상남도","175","483","658","20220211"
"49461","10","춘천여행","여행","국내여행","강원도","135","444","579","20220211"
