SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
54212,1,부산여행,여행,국내여행,부산광역시,661,1740,2401,20230330
54213,2,경주여행,여행,국내여행,경상북도,518,1753,2271,20230330
54214,3,제주여행,여행,국내여행,제주특별자치도,393,1386,1779,20230330
54215,4,여수여행,여행,국내여행,전라남도,382,1381,1763,20230330
54216,5,군산여행,여행,국내여행,전라북도,276,1151,1427,20230330
54217,6,강릉여행,여행,국내여행,강원도,302,845,1147,20230330
54218,7,전주여행,여행,국내여행,전라북도,251,734,985,20230330
54219,8,남해여행,여행,국내여행,경상남도,201,588,789,20230330
54220,9,속초여행,여행,국내여행,강원도,222,550,772,20230330
54221,10,대구여행,여행,국내여행,대구광역시,222,534,756,20230330
