"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"48922","1","부산여행","여행","국내여행","부산광역시","255","1937","2192","20211225"
"48923","2","제주여행","여행","국내여행","제주특별자치도","148","1525","1673","20211225"
"48924","3","여수여행","여행","국내여행","전라남도","119","1047","1166","20211225"
"48925","4","경주여행","여행","국내여행","경상북도","111","993","1104","20211225"
"48926","5","강릉여행","여행","국내여행","강원도","113","946","1059","20211225"
"48927","6","군산여행","여행","국내여행","전라북도","61","643","704","20211225"
"48928","7","전주여행","여행","국내여행","전라북도","56","646","702","20211225"
"48929","8","속초여행","여행","국내여행","강원도","84","548","632","20211225"
"48930","9","포항여행","여행","국내여행","경상북도","61","506","567","20211225"
"48931","10","목포여행","여행","국내여행","전라남도","57","464","521","20211225"
