"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"48842","1","부산여행","여행","국내여행","부산광역시","409","1539","1948","20211217"
"48843","2","제주여행","여행","국내여행","제주특별자치도","294","1237","1531","20211217"
"48844","3","강릉여행","여행","국내여행","강원도","223","761","984","20211217"
"48845","4","경주여행","여행","국내여행","경상북도","245","715","960","20211217"
"48846","5","여수여행","여행","국내여행","전라남도","218","718","936","20211217"
"48847","6","속초여행","여행","국내여행","강원도","179","512","691","20211217"
"48848","7","전주여행","여행","국내여행","전라북도","150","400","550","20211217"
"48849","8","군산여행","여행","국내여행","전라북도","123","357","480","20211217"
"48850","9","남해여행","여행","국내여행","경상남도","131","346","477","20211217"
"48851","10","포항여행","여행","국내여행","경상북도","103","338","441","20211217"
