"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"44972","1","제주여행","여행","국내여행","제주특별자치도","338","1382","1720","20201125"
"44973","2","부산여행","여행","국내여행","부산광역시","344","1147","1491","20201125"
"44974","3","여수여행","여행","국내여행","전라남도","205","643","848","20201125"
"44975","4","경주여행","여행","국내여행","경상북도","233","562","795","20201125"
"44976","5","강릉여행","여행","국내여행","강원도","210","567","777","20201125"
"44977","6","속초여행","여행","국내여행","강원도","159","408","567","20201125"
"44978","7","군산여행","여행","국내여행","전라북도","148","362","510","20201125"
"44979","8","남해여행","여행","국내여행","경상남도","124","324","448","20201125"
"44980","9","전주여행","여행","국내여행","전라북도","115","313","428","20201125"
"44981","10","통영여행","여행","국내여행","경상남도","99","274","373","20201125"
