"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"49562","1","부산여행","여행","국내여행","부산광역시","549","1681","2230","20220222"
"49563","2","제주여행","여행","국내여행","제주특별자치도","442","1706","2148","20220222"
"49564","3","경주여행","여행","국내여행","경상북도","354","1127","1481","20220222"
"49565","4","강릉여행","여행","국내여행","강원도","324","968","1292","20220222"
"49566","5","여수여행","여행","국내여행","전라남도","302","989","1291","20220222"
"49567","6","전주여행","여행","국내여행","전라북도","224","713","937","20220222"
"49568","7","군산여행","여행","국내여행","전라북도","191","681","872","20220222"
"49569","8","속초여행","여행","국내여행","강원도","219","636","855","20220222"
"49570","9","남해여행","여행","국내여행","경상남도","196","588","784","20220222"
"49571","10","포항여행","여행","국내여행","경상북도","140","403","543","20220222"
