"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"48052","1","제주여행","여행","국내여행","제주특별자치도","538","1765","2303","20210929"
"48053","2","경주여행","여행","국내여행","경상북도","610","1561","2171","20210929"
"48054","3","부산여행","여행","국내여행","부산광역시","504","1468","1972","20210929"
"48055","4","여수여행","여행","국내여행","전라남도","380","1124","1504","20210929"
"48056","5","강릉여행","여행","국내여행","강원도","280","807","1087","20210929"
"48057","6","전주여행","여행","국내여행","전라북도","277","768","1045","20210929"
"48058","7","군산여행","여행","국내여행","전라북도","212","542","754","20210929"
"48059","8","포항여행","여행","국내여행","경상북도","174","519","693","20210929"
"48060","9","속초여행","여행","국내여행","강원도","194","484","678","20210929"
"48061","10","남해여행","여행","국내여행","경상남도","190","478","668","20210929"
