"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"44072","1","제주여행","여행","국내여행","제주특별자치도","324","1497","1821","20200827"
"44073","2","부산여행","여행","국내여행","부산광역시","254","992","1246","20200827"
"44074","3","여수여행","여행","국내여행","전라남도","200","665","865","20200827"
"44075","4","경주여행","여행","국내여행","경상북도","203","598","801","20200827"
"44076","5","강릉여행","여행","국내여행","강원도","192","593","785","20200827"
"44077","6","속초여행","여행","국내여행","강원도","117","477","594","20200827"
"44078","7","남해여행","여행","국내여행","경상남도","137","439","576","20200827"
"44079","8","전주여행","여행","국내여행","전라북도","95","294","389","20200827"
"44080","9","통영여행","여행","국내여행","경상남도","83","288","371","20200827"
"44081","10","군산여행","여행","국내여행","전라북도","100","260","360","20200827"
