"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"41222","1","부산여행","여행","국내여행","부산광역시","2163","364","2527","20191116"
"41223","2","제주여행","여행","국내여행","제주특별자치도","1171","146","1317","20191116"
"41224","3","경주여행","여행","국내여행","경상북도","979","120","1099","20191116"
"41225","4","강릉여행","여행","국내여행","강원도","836","138","974","20191116"
"41226","5","여수여행","여행","국내여행","전라남도","776","121","897","20191116"
"41227","6","대구여행","여행","국내여행","대구광역시","611","101","712","20191116"
"41228","7","속초여행","여행","국내여행","강원도","616","74","690","20191116"
"41229","8","군산여행","여행","국내여행","전라북도","618","66","684","20191116"
"41230","9","전주여행","여행","국내여행","전라북도","578","71","649","20191116"
"41231","10","춘천여행","여행","국내여행","강원도","403","65","468","20191116"
