"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"43222","1","제주여행","여행","국내여행","제주특별자치도","1701","444","2145","20200603"
"43223","2","부산여행","여행","국내여행","부산광역시","1301","351","1652","20200603"
"43224","3","여수여행","여행","국내여행","전라남도","977","299","1276","20200603"
"43225","4","강릉여행","여행","국내여행","강원도","772","321","1093","20200603"
"43226","5","경주여행","여행","국내여행","경상북도","725","276","1001","20200603"
"43227","6","속초여행","여행","국내여행","강원도","626","209","835","20200603"
"43228","7","남해여행","여행","국내여행","경상남도","616","217","833","20200603"
"43229","8","전주여행","여행","국내여행","전라북도","473","178","651","20200603"
"43230","9","군산여행","여행","국내여행","전라북도","381","177","558","20200603"
"43231","10","춘천여행","여행","국내여행","강원도","341","113","454","20200603"
