"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"45522","1","제주여행","여행","국내여행","제주특별자치도","391","1834","2225","20210119"
"45523","2","부산여행","여행","국내여행","부산광역시","281","1177","1458","20210119"
"45524","3","여수여행","여행","국내여행","전라남도","207","586","793","20210119"
"45525","4","강릉여행","여행","국내여행","강원도","183","566","749","20210119"
"45526","5","경주여행","여행","국내여행","경상북도","165","533","698","20210119"
"45527","6","속초여행","여행","국내여행","강원도","130","409","539","20210119"
"45528","7","전주여행","여행","국내여행","전라북도","99","383","482","20210119"
"45529","8","군산여행","여행","국내여행","전라북도","85","324","409","20210119"
"45530","9","남해여행","여행","국내여행","경상남도","116","235","351","20210119"
"45531","10","대구여행","여행","국내여행","대구광역시","75","238","313","20210119"
