"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"42892","1","부산여행","여행","국내여행","부산광역시","2312","218","2530","20200501"
"42893","2","여수여행","여행","국내여행","전라남도","1902","186","2088","20200501"
"42894","3","제주여행","여행","국내여행","제주특별자치도","1808","232","2040","20200501"
"42895","4","강릉여행","여행","국내여행","강원도","1516","193","1709","20200501"
"42896","5","속초여행","여행","국내여행","강원도","1315","175","1490","20200501"
"42897","6","경주여행","여행","국내여행","경상북도","1299","191","1490","20200501"
"42898","7","군산여행","여행","국내여행","전라북도","1252","186","1438","20200501"
"42899","8","전주여행","여행","국내여행","전라북도","1052","137","1189","20200501"
"42900","9","남해여행","여행","국내여행","경상남도","993","150","1143","20200501"
"42901","10","춘천여행","여행","국내여행","강원도","856","101","957","20200501"
