"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"48822","1","부산여행","여행","국내여행","부산광역시","543","1693","2236","20211215"
"48823","2","제주여행","여행","국내여행","제주특별자치도","383","1446","1829","20211215"
"48824","3","여수여행","여행","국내여행","전라남도","262","890","1152","20211215"
"48825","4","강릉여행","여행","국내여행","강원도","270","844","1114","20211215"
"48826","5","경주여행","여행","국내여행","경상북도","242","817","1059","20211215"
"48827","6","속초여행","여행","국내여행","강원도","184","515","699","20211215"
"48828","7","전주여행","여행","국내여행","전라북도","164","470","634","20211215"
"48829","8","군산여행","여행","국내여행","전라북도","137","391","528","20211215"
"48830","9","남해여행","여행","국내여행","경상남도","148","350","498","20211215"
"48831","10","포항여행","여행","국내여행","경상북도","127","365","492","20211215"
