"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"49902","1","제주여행","여행","국내여행","제주특별자치도","671","1901","2572","20220328"
"49903","2","부산여행","여행","국내여행","부산광역시","685","1692","2377","20220328"
"49904","3","경주여행","여행","국내여행","경상북도","648","1495","2143","20220328"
"49905","4","여수여행","여행","국내여행","전라남도","417","1026","1443","20220328"
"49906","5","남해여행","여행","국내여행","경상남도","239","830","1069","20220328"
"49907","6","강릉여행","여행","국내여행","강원도","277","777","1054","20220328"
"49908","7","전주여행","여행","국내여행","전라북도","257","701","958","20220328"
"49909","8","군산여행","여행","국내여행","전라북도","200","590","790","20220328"
"49910","9","속초여행","여행","국내여행","강원도","204","493","697","20220328"
"49911","10","대구여행","여행","국내여행","대구광역시","168","501","669","20220328"
