"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"42462","1","제주여행","여행","국내여행","제주특별자치도","1846","411","2257","20200319"
"42463","2","강릉여행","여행","국내여행","강원도","872","281","1153","20200319"
"42464","3","속초여행","여행","국내여행","강원도","666","205","871","20200319"
"42465","4","부산여행","여행","국내여행","부산광역시","577","195","772","20200319"
"42466","5","여수여행","여행","국내여행","전라남도","571","183","754","20200319"
"42467","6","전주여행","여행","국내여행","전라북도","363","126","489","20200319"
"42468","7","경주여행","여행","국내여행","경상북도","304","136","440","20200319"
"42469","8","군산여행","여행","국내여행","전라북도","305","132","437","20200319"
"42470","9","남해여행","여행","국내여행","경상남도","284","112","396","20200319"
"42471","10","목포여행","여행","국내여행","전라남도","237","97","334","20200319"
