"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"48932","1","부산여행","여행","국내여행","부산광역시","389","2325","2714","20211226"
"48933","2","제주여행","여행","국내여행","제주특별자치도","211","2001","2212","20211226"
"48934","3","여수여행","여행","국내여행","전라남도","154","1271","1425","20211226"
"48935","4","강릉여행","여행","국내여행","강원도","184","1116","1300","20211226"
"48936","5","경주여행","여행","국내여행","경상북도","145","1102","1247","20211226"
"48937","6","전주여행","여행","국내여행","전라북도","101","711","812","20211226"
"48938","7","속초여행","여행","국내여행","강원도","113","688","801","20211226"
"48939","8","목포여행","여행","국내여행","전라남도","64","730","794","20211226"
"48940","9","군산여행","여행","국내여행","전라북도","80","655","735","20211226"
"48941","10","포항여행","여행","국내여행","경상북도","88","533","621","20211226"
"48982","1","부산여행","여행","국내여행","부산광역시","389","2325","2714","20211226"
"48983","2","제주여행","여행","국내여행","제주특별자치도","211","2001","2212","20211226"
"48984","3","여수여행","여행","국내여행","전라남도","154","1271","1425","20211226"
"48985","4","강릉여행","여행","국내여행","강원도","184","1116","1300","20211226"
"48986","5","경주여행","여행","국내여행","경상북도","145","1102","1247","20211226"
"48987","6","전주여행","여행","국내여행","전라북도","101","711","812","20211226"
"48988","7","속초여행","여행","국내여행","강원도","113","688","801","20211226"
"48989","8","목포여행","여행","국내여행","전라남도","64","730","794","20211226"
"48990","9","군산여행","여행","국내여행","전라북도","80","655","735","20211226"
"48991","10","포항여행","여행","국내여행","경상북도","88","533","621","20211226"
