"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"49962","1","제주여행","여행","국내여행","제주특별자치도","365","2318","2683","20220403"
"49963","2","부산여행","여행","국내여행","부산광역시","284","2157","2441","20220403"
"49964","3","경주여행","여행","국내여행","경상북도","194","1704","1898","20220403"
"49965","4","여수여행","여행","국내여행","전라남도","141","1364","1505","20220403"
"49966","5","강릉여행","여행","국내여행","강원도","142","1047","1189","20220403"
"49967","6","남해여행","여행","국내여행","경상남도","109","986","1095","20220403"
"49968","7","군산여행","여행","국내여행","전라북도","85","940","1025","20220403"
"49969","8","전주여행","여행","국내여행","전라북도","94","916","1010","20220403"
"49970","9","속초여행","여행","국내여행","강원도","97","644","741","20220403"
"49971","10","대구여행","여행","국내여행","대구광역시","76","617","693","20220403"
