"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"41802","1","부산여행","여행","국내여행","부산광역시","2624","917","3541","20200113"
"41803","2","제주여행","여행","국내여행","제주특별자치도","2116","648","2764","20200113"
"41804","3","여수여행","여행","국내여행","전라남도","1246","269","1515","20200113"
"41805","4","경주여행","여행","국내여행","경상북도","1076","256","1332","20200113"
"41806","5","강릉여행","여행","국내여행","강원도","950","348","1298","20200113"
"41807","6","속초여행","여행","국내여행","강원도","681","220","901","20200113"
"41808","7","전주여행","여행","국내여행","전라북도","660","187","847","20200113"
"41809","8","군산여행","여행","국내여행","전라북도","607","156","763","20200113"
"41810","9","대구여행","여행","국내여행","대구광역시","581","167","748","20200113"
"41811","10","남해여행","여행","국내여행","경상남도","369","140","509","20200113"
