SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
54562,1,부산여행,여행,국내여행,부산광역시,603,1895,2498,20230504
54563,2,여수여행,여행,국내여행,전라남도,408,1360,1768,20230504
54564,3,경주여행,여행,국내여행,경상북도,344,1159,1503,20230504
54565,4,제주여행,여행,국내여행,제주특별자치도,303,1096,1399,20230504
54566,5,강릉여행,여행,국내여행,강원도,270,828,1098,20230504
54567,6,군산여행,여행,국내여행,전라북도,248,805,1053,20230504
54568,7,전주여행,여행,국내여행,전라북도,220,753,973,20230504
54569,8,속초여행,여행,국내여행,강원도,221,656,877,20230504
54570,9,대구여행,여행,국내여행,대구광역시,212,563,775,20230504
54571,10,남해여행,여행,국내여행,경상남도,201,566,767,20230504
