"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"48522","1","부산여행","여행","국내여행","부산광역시","880","2215","3095","20211115"
"48523","2","제주여행","여행","국내여행","제주특별자치도","645","1729","2374","20211115"
"48524","3","경주여행","여행","국내여행","경상북도","506","1262","1768","20211115"
"48525","4","여수여행","여행","국내여행","전라남도","409","1145","1554","20211115"
"48526","5","강릉여행","여행","국내여행","강원도","323","1015","1338","20211115"
"48527","6","전주여행","여행","국내여행","전라북도","221","656","877","20211115"
"48528","7","속초여행","여행","국내여행","강원도","228","540","768","20211115"
"48529","8","군산여행","여행","국내여행","전라북도","213","549","762","20211115"
"48530","9","대구여행","여행","국내여행","대구광역시","183","522","705","20211115"
"48531","10","남해여행","여행","국내여행","경상남도","164","477","641","20211115"
