"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"42452","1","제주여행","여행","국내여행","제주특별자치도","2265","470","2735","20200318"
"42453","2","강릉여행","여행","국내여행","강원도","838","314","1152","20200318"
"42454","3","여수여행","여행","국내여행","전라남도","641","233","874","20200318"
"42455","4","속초여행","여행","국내여행","강원도","616","229","845","20200318"
"42456","5","부산여행","여행","국내여행","부산광역시","601","174","775","20200318"
"42457","6","전주여행","여행","국내여행","전라북도","395","121","516","20200318"
"42458","7","경주여행","여행","국내여행","경상북도","321","155","476","20200318"
"42459","8","남해여행","여행","국내여행","경상남도","317","137","454","20200318"
"42460","9","군산여행","여행","국내여행","전라북도","257","150","407","20200318"
"42461","10","춘천여행","여행","국내여행","강원도","265","82","347","20200318"
