"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"40022","1","부산여행","여행","국내여행","부산광역시","2243","1158","3401","20190719"
"40023","2","제주여행","여행","국내여행","제주특별자치도","1416","650","2066","20190719"
"40024","3","여수여행","여행","국내여행","전라남도","1119","397","1516","20190719"
"40025","4","강릉여행","여행","국내여행","강원도","995","452","1447","20190719"
"40026","5","경주여행","여행","국내여행","경상북도","863","360","1223","20190719"
"40027","6","속초여행","여행","국내여행","강원도","894","306","1200","20190719"
"40028","7","남해여행","여행","국내여행","경상남도","471","231","702","20190719"
"40029","8","군산여행","여행","국내여행","전라북도","465","184","649","20190719"
"40030","9","대구여행","여행","국내여행","대구광역시","448","185","633","20190719"
"40031","10","전주여행","여행","국내여행","전라북도","418","196","614","20190719"
