"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"49692","1","제주여행","여행","국내여행","제주특별자치도","451","1586","2037","20220307"
"49693","2","부산여행","여행","국내여행","부산광역시","354","1397","1751","20220307"
"49694","3","경주여행","여행","국내여행","경상북도","374","904","1278","20220307"
"49695","4","여수여행","여행","국내여행","전라남도","297","908","1205","20220307"
"49696","5","강릉여행","여행","국내여행","강원도","218","677","895","20220307"
"49697","6","남해여행","여행","국내여행","경상남도","214","559","773","20220307"
"49698","7","군산여행","여행","국내여행","전라북도","174","567","741","20220307"
"49699","8","전주여행","여행","국내여행","전라북도","169","504","673","20220307"
"49700","9","속초여행","여행","국내여행","강원도","149","395","544","20220307"
"49701","10","대구여행","여행","국내여행","대구광역시","133","387","520","20220307"
