"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"41382","1","부산여행","여행","국내여행","부산광역시","2073","943","3016","20191202"
"41383","2","제주여행","여행","국내여행","제주특별자치도","1746","446","2192","20191202"
"41384","3","강릉여행","여행","국내여행","강원도","991","274","1265","20191202"
"41385","4","여수여행","여행","국내여행","전라남도","929","257","1186","20191202"
"41386","5","경주여행","여행","국내여행","경상북도","830","265","1095","20191202"
"41387","6","전주여행","여행","국내여행","전라북도","571","207","778","20191202"
"41388","7","대구여행","여행","국내여행","대구광역시","574","176","750","20191202"
"41389","8","속초여행","여행","국내여행","강원도","523","205","728","20191202"
"41390","9","군산여행","여행","국내여행","전라북도","499","191","690","20191202"
"41391","10","포항여행","여행","국내여행","경상북도","369","122","491","20191202"
