"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"40332","1","부산여행","여행","국내여행","부산광역시","1936","1082","3018","20190819"
"40333","2","제주여행","여행","국내여행","제주특별자치도","1517","648","2165","20190819"
"40334","3","경주여행","여행","국내여행","경상북도","1075","408","1483","20190819"
"40335","4","강릉여행","여행","국내여행","강원도","981","390","1371","20190819"
"40336","5","여수여행","여행","국내여행","전라남도","964","320","1284","20190819"
"40337","6","속초여행","여행","국내여행","강원도","676","272","948","20190819"
"40338","7","군산여행","여행","국내여행","전라북도","529","206","735","20190819"
"40339","8","전주여행","여행","국내여행","전라북도","466","226","692","20190819"
"40340","9","남해여행","여행","국내여행","경상남도","494","195","689","20190819"
"40341","10","대구여행","여행","국내여행","대구광역시","449","191","640","20190819"
