"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"43532","1","부산여행","여행","국내여행","부산광역시","2272","327","2599","20200704"
"43533","2","제주여행","여행","국내여행","제주특별자치도","2189","343","2532","20200704"
"43534","3","강릉여행","여행","국내여행","강원도","1733","220","1953","20200704"
"43535","4","여수여행","여행","국내여행","전라남도","1572","209","1781","20200704"
"43536","5","속초여행","여행","국내여행","강원도","1256","174","1430","20200704"
"43537","6","경주여행","여행","국내여행","경상북도","1114","159","1273","20200704"
"43538","7","남해여행","여행","국내여행","경상남도","1063","120","1183","20200704"
"43539","8","인천여행","여행","국내여행","인천광역시","969","187","1156","20200704"
"43540","9","전주여행","여행","국내여행","전라북도","638","108","746","20200704"
"43541","10","춘천여행","여행","국내여행","강원도","633","82","715","20200704"
