"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"49132","1","부산여행","여행","국내여행","부산광역시","732","2603","3335","20220110"
"49133","2","제주여행","여행","국내여행","제주특별자치도","689","2455","3144","20220110"
"49134","3","경주여행","여행","국내여행","경상북도","427","1386","1813","20220110"
"49135","4","여수여행","여행","국내여행","전라남도","327","1223","1550","20220110"
"49136","5","강릉여행","여행","국내여행","강원도","312","1170","1482","20220110"
"49137","6","속초여행","여행","국내여행","강원도","223","727","950","20220110"
"49138","7","전주여행","여행","국내여행","전라북도","210","701","911","20220110"
"49139","8","춘천여행","여행","국내여행","강원도","181","624","805","20220110"
"49140","9","군산여행","여행","국내여행","전라북도","189","569","758","20220110"
"49141","10","대구여행","여행","국내여행","대구광역시","180","517","697","20220110"
