"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"41332","1","부산여행","여행","국내여행","부산광역시","2140","913","3053","20191127"
"41333","2","제주여행","여행","국내여행","제주특별자치도","1489","479","1968","20191127"
"41334","3","강릉여행","여행","국내여행","강원도","769","262","1031","20191127"
"41335","4","경주여행","여행","국내여행","경상북도","765","252","1017","20191127"
"41336","5","여수여행","여행","국내여행","전라남도","676","201","877","20191127"
"41337","6","전주여행","여행","국내여행","전라북도","512","226","738","20191127"
"41338","7","속초여행","여행","국내여행","강원도","547","187","734","20191127"
"41339","8","대구여행","여행","국내여행","대구광역시","515","171","686","20191127"
"41340","9","군산여행","여행","국내여행","전라북도","505","156","661","20191127"
"41341","10","포항여행","여행","국내여행","경상북도","337","127","464","20191127"
