"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"43952","1","부산여행","여행","국내여행","부산광역시","4005","395","4400","20200815"
"43953","2","여수여행","여행","국내여행","전라남도","2237","226","2463","20200815"
"43954","3","제주여행","여행","국내여행","제주특별자치도","2195","252","2447","20200815"
"43955","4","경주여행","여행","국내여행","경상북도","1819","193","2012","20200815"
"43956","5","강릉여행","여행","국내여행","강원도","1618","195","1813","20200815"
"43957","6","속초여행","여행","국내여행","강원도","1432","149","1581","20200815"
"43958","7","남해여행","여행","국내여행","경상남도","1273","120","1393","20200815"
"43959","8","군산여행","여행","국내여행","전라북도","1228","101","1329","20200815"
"43960","9","전주여행","여행","국내여행","전라북도","1066","98","1164","20200815"
"43961","10","포항여행","여행","국내여행","경상북도","851","77","928","20200815"
