"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"49072","1","부산여행","여행","국내여행","부산광역시","656","2086","2742","20220104"
"49073","2","제주여행","여행","국내여행","제주특별자치도","508","1812","2320","20220104"
"49074","3","경주여행","여행","국내여행","경상북도","304","1139","1443","20220104"
"49075","4","여수여행","여행","국내여행","전라남도","327","1083","1410","20220104"
"49076","5","강릉여행","여행","국내여행","강원도","337","1046","1383","20220104"
"49077","6","전주여행","여행","국내여행","전라북도","201","642","843","20220104"
"49078","7","속초여행","여행","국내여행","강원도","184","623","807","20220104"
"49079","8","군산여행","여행","국내여행","전라북도","202","531","733","20220104"
"49080","9","포항여행","여행","국내여행","경상북도","173","538","711","20220104"
"49081","10","대구여행","여행","국내여행","대구광역시","164","464","628","20220104"
