"SEQ_NO","ALL_KWRD_RANK_CO","SRCHWRD_NM","UPPER_CTGRY_NM","LWPRT_CTGRY_NM","AREA_NM","MOBILE_SCCNT_VALUE","PC_SCCNT_VALUE","SCCNT_SM_VALUE","SCCNT_DE"
"43332","1","제주여행","여행","국내여행","제주특별자치도","2022","205","2227","20200614"
"43333","2","부산여행","여행","국내여행","부산광역시","1547","236","1783","20200614"
"43334","3","여수여행","여행","국내여행","전라남도","1195","160","1355","20200614"
"43335","4","강릉여행","여행","국내여행","강원도","1155","183","1338","20200614"
"43336","5","경주여행","여행","국내여행","경상북도","889","119","1008","20200614"
"43337","6","속초여행","여행","국내여행","강원도","865","133","998","20200614"
"43338","7","남해여행","여행","국내여행","경상남도","821","112","933","20200614"
"43339","8","전주여행","여행","국내여행","전라북도","477","107","584","20200614"
"43340","9","군산여행","여행","국내여행","전라북도","514","68","582","20200614"
"43341","10","춘천여행","여행","국내여행","강원도","469","78","547","20200614"
